worker_id,zone_risk_tier,current_month,lstm_forecast_score,aqi_7day_avg,platform_tenure_weeks,loyalty_weeks_paid,historical_disruption_rate,policy_tier,peer_claim_rate_zone,actual_premium
WK545567,2,10,0.85,96.44,156,119,0.485,Premium,0.134,211.08
WK654000,1,5,0.568,78.29,13,5,0.392,Basic,0.102,82.72
WK858211,2,5,0.703,88.74,127,88,0.501,Basic,0.116,70.8
WK316143,1,3,0.416,87.0,100,77,0.425,Standard,0.085,81.38
WK168076,5,4,1.0,90.35,113,68,0.747,Standard,0.273,261.88
WK532592,5,12,1.0,98.86,162,130,0.631,Standard,0.344,219.11
WK115500,2,5,0.641,86.44,51,45,0.473,Standard,0.16,149.24
WK202045,2,5,0.762,94.05,169,150,0.48,Standard,0.17,118.78
WK435631,4,1,1.0,111.06,198,123,0.61,Standard,0.287,131.38
WK576201,2,7,0.797,83.5,199,138,0.469,Premium,0.173,296.1
WK548595,4,7,1.0,116.82,182,93,0.605,Premium,0.238,589.92
WK947915,1,4,0.537,55.29,63,35,0.379,Standard,0.147,129.69
WK879140,3,2,1.0,103.55,172,88,0.566,Premium,0.217,161.57
WK293657,2,11,0.88,91.12,169,130,0.463,Standard,0.115,48.15
WK552709,4,6,1.0,112.56,48,38,0.629,Standard,0.26,283.95
WK119783,3,9,1.0,98.03,122,113,0.594,Standard,0.241,183.53
WK876890,1,3,0.434,72.46,153,114,0.361,Basic,0.053,52.26
WK128635,2,3,0.8,97.15,91,54,0.454,Basic,0.138,71.35
WK430340,3,1,1.0,108.3,106,55,0.592,Standard,0.22,51.44
WK693902,4,2,1.0,103.08,158,140,0.639,Standard,0.293,165.08
WK521312,3,5,1.0,99.91,107,98,0.512,Standard,0.154,143.94
WK644532,5,11,1.0,109.94,9,3,0.866,Premium,0.287,481.96
WK391373,3,8,1.0,100.6,129,91,0.6,Standard,0.21,243.34
WK715625,1,5,0.55,67.71,7,3,0.496,Basic,0.096,87.65
WK496131,3,8,1.0,104.77,158,79,0.541,Basic,0.205,48.15
WK795473,5,8,1.0,96.52,171,111,0.759,Standard,0.348,327.94
WK317825,1,10,0.516,87.01,12,7,0.435,Standard,0.107,125.72
WK703849,2,12,0.662,101.29,8,5,0.501,Basic,0.11,82.86
WK481280,2,3,0.878,87.33,56,51,0.526,Basic,0.19,72.25
WK222414,3,5,1.0,104.55,86,73,0.605,Premium,0.225,216.92
WK366509,4,2,1.0,112.49,110,93,0.596,Premium,0.242,210.63
WK449444,1,12,0.369,79.99,80,43,0.459,Basic,0.079,51.74
WK519144,2,8,0.856,89.44,32,15,0.531,Basic,0.146,132.53
WK548996,5,4,1.0,115.25,167,128,0.853,Premium,0.254,361.83
WK550938,1,11,0.639,92.47,115,67,0.49,Premium,0.089,131.07
WK157156,2,9,0.904,89.43,113,80,0.497,Standard,0.183,139.12
WK575861,3,8,1.0,104.74,78,60,0.523,Premium,0.186,339.18
WK700675,3,2,0.966,113.9,154,79,0.544,Basic,0.165,72.82
WK594820,5,2,1.0,137.75,96,53,0.679,Standard,0.268,189.08
WK196589,2,6,0.602,101.74,174,159,0.51,Premium,0.151,233.8
WK523922,4,6,1.0,125.55,63,35,0.657,Premium,0.296,447.56
WK169558,5,12,1.0,132.04,53,40,0.757,Basic,0.345,125.0
WK487692,4,12,1.0,127.38,92,72,0.587,Standard,0.274,154.66
WK536790,2,11,0.882,87.39,176,159,0.547,Basic,0.189,55.4
WK920779,2,7,0.832,91.59,193,124,0.516,Premium,0.13,317.72
WK709856,5,11,1.0,123.59,140,119,0.624,Premium,0.254,309.68
WK915220,1,9,0.303,52.7,130,72,0.273,Standard,0.146,109.0
WK433217,5,10,1.0,118.92,67,41,0.892,Premium,0.254,498.76
WK832684,1,1,0.566,63.21,38,21,0.342,Premium,0.116,210.22
WK261581,1,4,0.563,84.56,55,49,0.477,Basic,0.149,61.03
WK721166,3,1,1.0,106.2,175,153,0.58,Basic,0.154,68.24
WK185769,5,5,1.0,128.88,81,71,0.802,Premium,0.274,460.64
WK831740,2,6,0.622,95.96,48,35,0.52,Basic,0.125,113.54
WK322825,4,12,1.0,110.82,138,118,0.655,Premium,0.258,225.68
WK550013,1,12,0.427,70.25,8,5,0.384,Basic,0.117,55.17
WK206187,5,4,1.0,133.51,101,93,0.723,Standard,0.31,211.43
WK593238,2,10,0.796,95.05,170,99,0.5,Premium,0.166,195.56
WK888582,5,9,1.0,120.82,27,14,0.928,Standard,0.269,357.5
WK471704,1,7,0.481,83.18,181,148,0.487,Basic,0.11,89.82
WK919579,4,2,1.0,112.63,96,61,0.58,Standard,0.206,154.57
WK192677,4,11,1.0,121.04,163,117,0.687,Premium,0.262,266.55
WK318333,5,2,1.0,101.0,73,39,0.745,Basic,0.297,136.13
WK824705,5,8,1.0,109.84,47,37,0.675,Standard,0.283,414.64
WK387173,5,10,1.0,110.82,164,123,0.827,Basic,0.306,124.16
WK680796,1,9,0.569,64.18,89,45,0.351,Standard,0.113,160.33
WK388461,4,7,1.0,119.2,117,70,0.602,Premium,0.245,460.36
WK228435,1,6,0.548,47.08,146,84,0.4,Premium,0.133,208.94
WK412318,1,11,0.681,64.32,162,131,0.431,Standard,0.146,95.4
WK391473,5,1,1.0,135.23,32,16,0.659,Premium,0.308,404.0
WK836657,1,5,0.562,71.65,64,47,0.376,Basic,0.135,59.67
WK955580,5,7,1.0,135.87,186,148,0.63,Standard,0.306,340.66
WK884388,5,9,1.0,107.31,139,90,0.843,Premium,0.286,466.87
WK514619,4,7,1.0,118.56,89,75,0.609,Basic,0.258,48.24
WK215172,3,4,1.0,92.74,55,32,0.504,Premium,0.249,242.25
WK501885,3,7,1.0,104.55,175,121,0.576,Basic,0.212,110.53
WK529914,1,9,0.69,69.95,124,92,0.382,Standard,0.109,126.09
WK677454,4,10,1.0,116.97,100,85,0.604,Premium,0.28,269.89
WK216326,5,5,1.0,120.08,115,65,0.66,Basic,0.335,134.93
WK466901,5,12,1.0,87.01,45,26,0.7,Basic,0.301,125.36
WK853313,1,3,0.392,85.53,79,64,0.405,Basic,0.085,52.14
WK135533,2,6,0.998,91.82,76,47,0.475,Basic,0.19,121.88
WK385104,1,8,0.67,59.7,47,23,0.411,Standard,0.148,184.91
WK788695,4,6,1.0,114.14,126,70,0.659,Premium,0.278,378.13
WK205267,4,7,1.0,109.83,172,122,0.659,Premium,0.289,464.66
WK165091,1,8,0.662,68.78,54,31,0.413,Standard,0.057,207.43
WK327027,1,9,0.574,64.43,102,63,0.33,Basic,0.122,80.9
WK195568,4,10,1.0,103.85,159,126,0.631,Standard,0.233,211.15
WK706435,4,3,1.0,108.09,82,50,0.61,Basic,0.272,101.75
WK149870,3,4,1.0,101.39,184,114,0.558,Standard,0.158,146.56
WK140530,2,8,0.656,82.05,123,73,0.498,Basic,0.169,108.52
WK224853,3,10,0.92,96.36,43,37,0.549,Premium,0.214,283.46
WK175868,2,12,0.689,92.96,19,10,0.513,Premium,0.116,268.27
WK227919,3,4,0.907,84.67,127,115,0.559,Standard,0.217,149.48
WK373817,4,4,1.0,109.75,110,53,0.63,Standard,0.23,241.12
WK178315,2,8,0.771,91.0,27,15,0.504,Premium,0.104,464.6
WK803908,1,9,0.611,90.34,69,39,0.448,Premium,0.073,257.21
WK669948,3,11,1.0,105.3,165,129,0.564,Standard,0.174,123.06
WK603895,3,2,1.0,108.17,82,55,0.582,Basic,0.158,67.54
WK221641,4,11,1.0,94.95,90,47,0.638,Basic,0.265,118.76
WK202509,2,10,0.914,81.6,108,64,0.516,Basic,0.182,91.48
WK956595,5,2,1.0,119.14,141,103,0.768,Premium,0.277,255.18
WK801504,1,4,0.383,80.44,46,30,0.384,Standard,0.084,116.69
WK225022,5,1,1.0,124.15,80,49,0.662,Standard,0.287,265.64
WK413601,2,8,0.634,88.84,15,7,0.513,Basic,0.174,134.51
WK178730,2,1,0.693,94.81,21,16,0.539,Premium,0.145,230.97
WK634853,2,4,0.919,91.18,155,119,0.483,Standard,0.116,111.4
WK549527,1,12,0.318,74.49,71,35,0.426,Basic,0.05,50.98
WK926925,2,12,0.793,103.98,134,66,0.505,Standard,0.173,117.85
WK216600,5,9,1.0,96.29,48,31,0.736,Premium,0.274,533.31
WK772572,1,3,0.622,67.61,177,109,0.363,Standard,0.133,70.06
WK150211,5,4,1.0,106.41,56,27,0.732,Standard,0.27,343.67
WK451813,3,4,0.983,104.02,21,17,0.559,Standard,0.22,199.86
WK795687,3,2,1.0,106.06,130,75,0.521,Premium,0.202,169.63
WK526267,1,11,0.454,59.93,116,88,0.377,Standard,0.101,80.19
WK438873,4,9,1.0,80.92,83,36,0.607,Premium,0.203,568.75
WK178697,5,4,1.0,107.02,186,153,0.787,Basic,0.341,131.0
WK855670,5,3,1.0,115.42,58,51,0.672,Basic,0.298,135.55
WK726220,2,3,0.812,97.0,57,28,0.491,Standard,0.152,160.38
WK733873,1,11,0.422,87.13,134,83,0.466,Basic,0.063,52.9
WK132113,4,7,1.0,110.33,128,111,0.605,Basic,0.294,124.63
WK464766,4,9,1.0,103.78,149,103,0.627,Standard,0.293,195.56
WK629390,3,12,1.0,117.19,43,21,0.551,Standard,0.236,166.11
WK859599,2,11,0.717,81.75,173,106,0.502,Standard,0.103,117.51
WK239742,3,1,1.0,105.11,84,40,0.58,Basic,0.217,94.93
WK501375,2,3,0.627,81.28,173,135,0.478,Basic,0.167,48.03
WK187035,1,8,0.387,56.76,101,50,0.34,Standard,0.059,169.35
WK333289,4,11,1.0,117.7,191,127,0.578,Standard,0.254,149.15
WK541428,2,9,0.902,89.38,118,71,0.464,Basic,0.139,96.64
WK636819,3,4,1.0,106.45,11,2,0.522,Basic,0.154,139.26
WK103597,5,7,1.0,95.86,60,49,0.724,Standard,0.269,381.63
WK943272,3,1,1.0,110.71,131,64,0.513,Standard,0.2,121.48
WK108082,1,7,0.441,66.52,38,25,0.425,Basic,0.099,96.56
WK855095,2,10,0.898,95.46,36,26,0.477,Standard,0.192,185.78
WK791641,1,1,0.388,42.98,37,23,0.244,Premium,0.112,152.56
WK255276,3,4,0.909,107.36,17,15,0.577,Basic,0.152,94.59
WK662089,2,12,0.803,94.51,190,152,0.478,Standard,0.124,102.12
WK651560,4,5,1.0,121.4,148,126,0.687,Standard,0.272,201.03
WK386176,5,12,1.0,82.89,96,51,0.762,Basic,0.262,50.08
WK941517,1,2,0.591,44.33,69,61,0.305,Standard,0.135,86.96
WK206723,5,2,1.0,126.59,197,105,0.651,Standard,0.339,204.33
WK966168,5,10,1.0,98.82,123,96,0.765,Basic,0.3,126.33
WK564515,3,11,1.0,111.49,32,21,0.637,Basic,0.25,111.82
WK108027,3,3,0.954,95.49,158,111,0.57,Standard,0.226,151.72
WK797203,2,12,0.932,100.22,35,25,0.504,Premium,0.116,231.73
WK586918,5,2,1.0,138.65,12,7,0.686,Basic,0.341,136.28
WK666702,4,2,1.0,111.04,99,55,0.66,Premium,0.258,299.44
WK414679,3,9,0.941,109.23,119,103,0.547,Basic,0.185,50.68
WK846895,3,9,1.0,101.58,102,54,0.577,Standard,0.206,208.42
WK449088,1,1,0.637,82.9,127,73,0.454,Standard,0.117,88.8
WK375394,2,11,0.861,89.44,136,109,0.552,Premium,0.156,183.74
WK401819,3,8,0.971,105.91,182,101,0.514,Basic,0.23,112.85
WK772723,2,11,0.817,88.63,151,136,0.564,Premium,0.197,174.38
WK332797,5,5,1.0,110.2,149,129,0.673,Standard,0.277,51.57
WK338387,3,11,1.0,112.69,139,115,0.538,Premium,0.202,170.63
WK202075,1,12,0.468,83.95,185,124,0.428,Premium,0.063,124.74
WK351187,3,9,1.0,113.6,10,8,0.557,Standard,0.158,240.21
WK448057,2,5,0.853,99.53,10,6,0.503,Standard,0.113,190.99
WK922343,4,10,1.0,124.14,150,137,0.693,Standard,0.245,204.31
WK121868,4,6,1.0,115.45,57,35,0.668,Basic,0.259,142.29
WK872350,5,6,1.0,120.58,57,46,0.675,Basic,0.268,178.03
WK550809,3,8,1.0,106.03,110,90,0.509,Standard,0.221,216.13
WK476738,5,3,1.0,98.55,169,94,0.828,Standard,0.261,193.26
WK169916,3,12,1.0,113.87,126,89,0.548,Standard,0.191,50.34
WK352279,3,11,0.964,99.51,47,32,0.595,Standard,0.216,199.94
WK145331,3,1,1.0,105.01,84,61,0.609,Standard,0.195,110.99
WK534503,5,9,1.0,128.71,14,8,0.642,Premium,0.251,589.48
WK172469,5,4,1.0,105.0,48,33,0.783,Premium,0.253,433.95
WK330636,4,12,1.0,118.54,120,74,0.56,Premium,0.232,198.74
WK330636,1,2,0.653,78.76,120,74,0.392,Premium,0.136,110.92
WK858000,3,10,1.0,103.97,30,18,0.496,Premium,0.246,347.05
WK990114,5,3,1.0,135.37,109,55,0.724,Basic,0.299,134.09
WK911463,1,1,0.611,74.22,62,38,0.416,Basic,0.13,53.4
WK951015,4,5,1.0,104.6,42,36,0.597,Standard,0.204,203.98
WK352065,3,7,1.0,100.7,172,146,0.551,Premium,0.16,316.96
WK637168,2,7,0.746,93.31,139,75,0.481,Basic,0.159,117.43
WK576440,1,7,0.31,75.85,108,57,0.368,Basic,0.118,91.87
WK458621,3,11,1.0,98.86,156,142,0.546,Premium,0.182,179.59
WK443543,1,11,0.668,89.09,127,60,0.422,Standard,0.128,96.83
WK986932,3,9,1.0,109.38,143,131,0.587,Basic,0.15,103.81
WK623226,3,10,1.0,105.88,102,51,0.498,Standard,0.205,173.72
WK391032,2,5,0.89,77.68,157,96,0.482,Standard,0.17,51.03
WK899946,5,7,1.0,130.11,30,22,0.854,Standard,0.296,459.04
WK454352,3,2,1.0,106.73,97,76,0.615,Premium,0.244,218.06
WK333036,1,12,0.566,76.63,40,25,0.421,Basic,0.077,52.06
WK337355,5,1,1.0,146.35,73,51,0.968,Premium,0.252,343.6
WK246613,3,5,1.0,104.7,18,11,0.55,Standard,0.199,208.67
WK823683,3,4,0.957,107.92,183,164,0.628,Premium,0.184,250.68
WK608950,3,3,1.0,78.55,122,108,0.528,Standard,0.192,109.22
WK127727,2,5,0.628,96.28,20,11,0.5,Premium,0.192,273.83
WK906458,3,4,1.0,94.0,104,66,0.508,Standard,0.236,161.54
WK719016,4,6,1.0,122.51,192,164,0.613,Basic,0.237,137.2
WK597904,4,12,1.0,67.36,111,85,0.637,Basic,0.294,82.2
WK959210,1,10,0.513,92.47,17,15,0.451,Standard,0.104,122.74
WK226993,3,12,1.0,100.79,9,1,0.575,Basic,0.205,117.95
WK416743,1,6,0.324,81.07,85,75,0.445,Standard,0.088,98.23
WK258569,1,3,0.421,85.77,69,42,0.412,Basic,0.132,49.41
WK151116,5,11,1.0,136.53,60,41,0.968,Basic,0.301,130.99
WK321927,3,12,0.957,107.99,14,8,0.54,Basic,0.153,83.73
WK610880,5,9,1.0,139.21,40,25,0.896,Standard,0.288,371.8
WK777513,5,6,1.0,125.43,105,60,0.771,Premium,0.335,50.71
WK495085,3,12,0.91,100.29,81,51,0.592,Standard,0.157,141.92
WK852816,4,4,1.0,94.3,139,87,0.634,Basic,0.294,99.07
WK875906,5,6,1.0,134.55,86,72,0.724,Basic,0.341,159.15
WK571331,1,4,0.467,76.59,168,133,0.492,Premium,0.115,48.18
WK399530,4,3,1.0,112.08,94,83,0.622,Premium,0.226,237.77
WK345715,5,4,1.0,126.4,180,151,0.64,Basic,0.311,109.23
WK919818,5,3,1.0,102.26,193,115,0.848,Standard,0.304,223.96
WK495150,1,6,0.686,78.89,147,136,0.432,Standard,0.104,113.33
WK565502,3,8,1.0,106.2,128,107,0.57,Premium,0.218,313.86
WK893705,4,4,1.0,117.85,149,136,0.618,Standard,0.265,146.42
WK802629,1,1,0.44,76.09,120,82,0.363,Basic,0.057,48.06
WK846060,5,9,1.0,138.53,101,77,0.73,Basic,0.321,144.19
WK790836,3,8,1.0,108.16,128,105,0.555,Standard,0.191,242.25
WK127790,2,2,0.984,93.17,169,145,0.525,Standard,0.193,115.18
WK779480,5,8,1.0,112.15,163,94,0.709,Standard,0.267,297.9
WK177782,2,6,0.936,94.44,70,51,0.542,Basic,0.121,105.16
WK807969,3,6,1.0,96.05,105,83,0.59,Basic,0.22,112.05
WK812772,1,1,0.345,55.88,35,20,0.398,Premium,0.118,161.6
WK601034,1,4,0.641,70.0,15,12,0.417,Premium,0.117,195.57
WK258511,1,2,0.585,79.3,19,13,0.435,Premium,0.069,186.91
WK473015,1,4,0.626,63.54,167,89,0.331,Basic,0.051,49.57
WK496939,5,12,1.0,112.12,16,6,0.714,Standard,0.33,272.92
WK485492,5,7,1.0,65.89,69,61,0.682,Premium,0.318,560.11
WK399962,3,3,0.951,93.84,92,57,0.601,Premium,0.191,215.64
WK141987,2,10,0.673,82.94,135,109,0.466,Basic,0.134,73.85
WK453005,5,7,1.0,100.82,45,36,0.744,Basic,0.289,250.89
WK837189,2,9,0.75,98.63,184,121,0.483,Standard,0.145,186.46
WK461317,5,8,1.0,135.79,95,55,0.713,Basic,0.255,218.3
WK318829,3,12,1.0,88.96,162,89,0.548,Premium,0.209,177.6
WK791127,1,7,0.655,87.03,163,143,0.424,Premium,0.114,245.01
WK697819,2,2,0.801,81.55,53,29,0.525,Basic,0.144,75.36
WK246235,1,9,0.542,68.42,105,70,0.413,Standard,0.086,162.59
WK799713,1,3,0.576,87.52,32,25,0.483,Basic,0.122,67.68
WK271617,2,11,0.625,96.33,100,62,0.536,Standard,0.122,128.26
WK566738,4,1,1.0,72.26,11,5,0.625,Basic,0.258,111.96
WK251519,4,6,1.0,120.39,188,109,0.611,Standard,0.277,202.83
WK462205,1,9,0.313,63.68,128,103,0.334,Basic,0.127,61.5
WK974955,1,6,0.556,83.95,116,71,0.46,Premium,0.089,217.42
WK887869,4,8,1.0,125.71,18,11,0.601,Standard,0.252,407.46
WK372816,2,11,0.76,90.89,121,80,0.543,Standard,0.125,121.96
WK267502,4,6,1.0,108.07,72,47,0.649,Standard,0.222,272.92
WK970801,3,9,1.0,109.74,121,108,0.559,Standard,0.157,169.91
WK244797,4,6,1.0,125.81,195,97,0.675,Standard,0.232,252.19
WK695048,3,11,1.0,110.17,43,38,0.596,Standard,0.202,163.11
WK450017,5,7,1.0,151.96,28,25,0.889,Basic,0.292,226.18
WK903120,3,4,0.968,91.88,110,95,0.554,Premium,0.246,241.55
WK845497,4,8,1.0,112.95,160,110,0.627,Standard,0.274,246.14
WK836261,3,11,1.0,98.52,53,28,0.604,Basic,0.178,97.56
WK325979,2,3,0.878,77.84,80,58,0.487,Basic,0.19,66.26
WK176492,3,11,0.985,116.19,102,75,0.555,Premium,0.186,195.49
WK920595,4,2,1.0,103.56,137,122,0.615,Standard,0.244,154.12
WK305398,3,11,1.0,111.31,150,121,0.553,Basic,0.192,71.0
WK998661,5,4,1.0,89.39,176,112,0.705,Standard,0.263,250.16
WK858161,5,4,1.0,108.6,37,23,0.834,Standard,0.255,260.75
WK644999,4,7,1.0,121.93,25,14,0.657,Basic,0.222,228.36
WK313502,4,1,1.0,111.57,117,87,0.557,Standard,0.226,136.43
WK574777,5,7,1.0,93.5,35,28,0.681,Basic,0.257,218.63
WK302446,3,11,1.0,110.95,12,4,0.578,Standard,0.156,179.27
WK694947,4,12,1.0,123.0,93,86,0.64,Basic,0.299,81.48
WK513880,2,7,0.882,86.21,128,78,0.487,Basic,0.113,106.1
WK306706,5,5,1.0,113.15,163,126,0.848,Basic,0.291,48.73
WK989928,5,11,1.0,130.21,170,150,0.757,Standard,0.322,191.96
WK170635,3,10,1.0,110.37,37,28,0.582,Standard,0.178,50.68
WK981864,5,7,1.0,96.99,110,71,0.762,Standard,0.265,50.05
WK381460,3,2,0.998,91.23,34,29,0.565,Premium,0.24,229.1
WK669520,2,10,0.698,94.08,140,129,0.501,Premium,0.172,237.09
WK573284,1,12,0.424,78.96,165,130,0.374,Basic,0.143,50.69
WK634258,3,10,0.976,105.72,98,83,0.59,Basic,0.216,82.26
WK876015,3,2,0.969,104.68,14,8,0.587,Premium,0.199,268.95
WK993199,1,3,0.519,58.5,25,16,0.271,Standard,0.115,111.92
WK399934,1,2,0.682,79.99,32,25,0.502,Standard,0.119,101.54
WK488467,3,6,0.911,102.77,103,76,0.52,Basic,0.162,50.14
WK296919,3,4,1.0,113.81,160,87,0.566,Basic,0.226,76.55
WK198127,3,7,0.916,95.49,60,29,0.499,Standard,0.185,265.89
WK784808,5,3,1.0,89.13,101,82,0.698,Standard,0.273,51.74
WK405946,4,9,1.0,122.05,99,66,0.589,Standard,0.279,211.22
WK656370,4,12,1.0,94.83,178,155,0.647,Premium,0.208,293.12
WK649372,3,7,1.0,109.6,81,63,0.588,Standard,0.203,241.05
WK769051,2,7,0.768,85.71,167,143,0.481,Standard,0.1,182.87
WK353745,4,10,1.0,118.78,30,21,0.591,Basic,0.283,159.82
WK633694,1,7,0.467,66.77,174,88,0.324,Standard,0.147,118.45
WK300206,1,2,0.578,77.0,127,88,0.411,Premium,0.082,110.58
WK777093,2,10,0.802,78.9,109,82,0.498,Standard,0.199,125.63
WK469375,5,1,1.0,113.11,120,100,0.771,Standard,0.266,171.16
WK770209,3,2,1.0,105.37,143,96,0.593,Premium,0.218,50.99
WK433196,5,3,1.0,126.14,150,106,0.718,Premium,0.323,365.8
WK981637,1,4,0.602,79.27,190,153,0.424,Standard,0.109,104.63
WK737742,1,2,0.339,85.19,24,8,0.468,Premium,0.132,51.75
WK788975,3,8,1.0,109.2,94,68,0.609,Basic,0.228,129.73
WK207825,3,5,0.972,99.55,111,66,0.528,Standard,0.189,189.55
WK508171,5,11,1.0,89.27,120,98,0.761,Basic,0.277,119.9
WK696377,4,7,1.0,115.92,23,15,0.63,Basic,0.282,175.67
WK707274,4,2,1.0,106.9,82,56,0.562,Premium,0.268,251.69
WK168863,3,2,0.963,112.27,181,130,0.557,Premium,0.195,186.59
WK129448,5,3,1.0,129.86,83,55,0.732,Premium,0.28,299.93
WK367998,1,1,0.608,90.11,69,40,0.465,Basic,0.11,52.78
WK542480,3,3,0.977,97.89,147,92,0.541,Premium,0.162,213.79
WK358907,3,9,0.952,104.63,71,37,0.588,Standard,0.241,272.56
WK722085,3,4,0.935,103.47,58,29,0.613,Basic,0.176,93.91
WK519618,4,10,1.0,104.12,134,97,0.669,Premium,0.264,285.62
WK834421,4,9,1.0,119.37,59,39,0.661,Premium,0.289,422.29
WK446293,3,8,1.0,96.68,49,32,0.568,Standard,0.175,291.14
WK548535,2,5,0.921,89.05,92,70,0.516,Premium,0.144,242.27
WK914080,2,1,0.952,102.04,193,101,0.49,Premium,0.116,48.47
WK457535,2,7,0.808,88.67,150,104,0.465,Basic,0.199,103.68
WK890573,5,5,1.0,96.38,90,68,0.758,Standard,0.349,259.35
WK173014,2,12,0.69,102.08,17,7,0.537,Basic,0.194,89.23
WK231891,2,7,0.96,104.09,159,111,0.499,Standard,0.12,178.12
WK350141,5,7,1.0,88.18,145,99,0.707,Premium,0.325,539.17
WK108025,3,11,1.0,110.65,186,156,0.595,Standard,0.188,117.11
WK857135,3,12,1.0,108.55,5,0,0.58,Standard,0.188,169.45
WK334629,1,3,0.658,56.76,121,62,0.299,Basic,0.069,52.43
WK931896,1,4,0.341,76.99,94,63,0.421,Premium,0.141,176.54
WK892375,2,4,0.83,84.15,173,87,0.49,Standard,0.182,138.23
WK234502,5,6,1.0,110.11,64,31,0.717,Basic,0.252,191.69
WK918133,4,3,1.0,76.16,4,1,0.669,Standard,0.274,234.87
WK186973,4,8,1.0,125.09,173,146,0.661,Premium,0.253,464.45
WK851124,3,3,0.975,107.94,4,0,0.576,Standard,0.236,208.45
WK404367,1,5,0.622,69.26,169,112,0.323,Premium,0.07,218.92
WK790641,3,9,0.97,110.52,199,109,0.581,Standard,0.221,199.86
WK198498,3,2,1.0,83.27,177,158,0.573,Standard,0.242,124.68
WK482483,4,9,1.0,77.24,146,81,0.646,Premium,0.252,412.54
WK522194,3,8,1.0,108.96,143,107,0.613,Basic,0.212,113.76
WK739002,4,8,1.0,105.47,159,84,0.657,Standard,0.289,52.45
WK916818,2,1,0.788,94.26,134,81,0.495,Standard,0.159,127.8
WK484455,5,12,1.0,138.6,72,55,0.806,Standard,0.322,230.52
WK807226,4,11,1.0,118.73,125,63,0.569,Basic,0.283,93.28
WK581184,1,6,0.678,45.02,158,86,0.271,Premium,0.127,225.71
WK192530,5,6,1.0,128.8,82,51,0.693,Standard,0.268,287.21
WK754067,5,4,1.0,122.89,53,36,0.709,Basic,0.272,178.42
WK398334,2,2,0.83,96.38,140,86,0.474,Standard,0.139,149.13
WK899290,1,2,0.539,74.33,27,11,0.498,Standard,0.073,126.62
WK715245,2,7,0.898,80.28,108,52,0.464,Standard,0.165,237.1
WK836204,5,5,1.0,116.4,58,31,0.854,Standard,0.341,49.41
WK969064,3,6,1.0,105.3,22,12,0.562,Premium,0.22,362.33
WK134284,5,8,1.0,85.98,174,160,0.759,Standard,0.342,49.19
WK852634,4,3,1.0,111.79,5,0,0.639,Basic,0.298,135.9
WK452598,4,3,1.0,106.13,65,42,0.609,Standard,0.232,163.36
WK403061,2,2,0.665,83.06,111,94,0.536,Standard,0.19,102.84
WK193594,4,6,1.0,119.18,108,70,0.614,Basic,0.263,161.25
WK522491,5,10,1.0,132.04,169,142,0.983,Standard,0.339,281.98
WK503076,5,11,1.0,104.38,35,29,0.777,Premium,0.251,458.73
WK506153,2,5,0.667,82.16,169,120,0.51,Standard,0.124,126.69
WK124060,5,8,1.0,113.34,92,77,0.665,Premium,0.251,439.11
WK956987,1,4,0.63,88.09,145,75,0.434,Premium,0.121,176.33
WK643631,2,3,0.802,83.93,161,98,0.453,Basic,0.142,56.41
WK376687,4,11,1.0,119.37,95,71,0.616,Standard,0.259,161.84
WK404190,5,11,1.0,109.19,31,18,0.723,Basic,0.281,135.2
WK870323,4,6,1.0,118.29,80,43,0.548,Standard,0.233,263.45
WK190555,4,10,1.0,118.16,130,76,0.602,Premium,0.253,284.32
WK435155,4,11,1.0,119.51,167,126,0.648,Standard,0.211,177.22
WK454335,4,4,1.0,115.08,25,11,0.586,Standard,0.209,224.1
WK220105,2,3,0.778,99.03,174,151,0.522,Standard,0.114,100.67
WK776294,4,11,1.0,119.33,74,52,0.603,Standard,0.214,181.45
WK986063,1,6,0.49,86.87,29,20,0.459,Standard,0.051,211.41
WK193752,3,10,1.0,105.99,118,67,0.571,Basic,0.188,93.32
WK651890,2,5,0.872,96.3,25,17,0.549,Premium,0.156,256.99
WK564904,2,5,0.823,93.04,115,58,0.502,Standard,0.184,131.36
WK424767,4,4,1.0,115.01,57,45,0.616,Basic,0.228,114.96
WK341844,3,6,0.974,109.87,85,67,0.571,Standard,0.156,199.39
WK670168,5,3,1.0,107.9,124,62,0.764,Basic,0.298,130.76
WK153028,5,5,1.0,132.04,37,20,0.993,Standard,0.308,392.36
WK764123,2,4,0.62,101.28,33,14,0.475,Standard,0.143,176.33
WK907733,2,2,0.914,80.48,127,71,0.471,Standard,0.192,116.95
WK773916,1,8,0.403,64.61,194,119,0.461,Standard,0.071,131.69
WK243765,5,1,1.0,104.47,137,77,0.854,Basic,0.263,99.72
WK898000,5,12,1.0,101.66,192,118,0.744,Standard,0.3,210.89
WK368891,4,11,1.0,98.85,184,87,0.65,Standard,0.217,183.49
WK852675,3,4,1.0,87.84,57,43,0.614,Standard,0.156,211.24
WK465797,4,4,1.0,120.39,191,103,0.659,Basic,0.296,49.06
WK742643,5,9,1.0,143.77,153,130,0.681,Standard,0.269,47.56
WK748789,3,5,1.0,108.42,10,4,0.564,Standard,0.243,209.48
WK712923,3,11,1.0,105.12,179,88,0.563,Standard,0.211,158.22
WK542699,3,2,1.0,105.01,163,136,0.567,Standard,0.231,126.87
WK869074,1,3,0.508,92.27,171,126,0.452,Basic,0.104,50.37
