worker_id,zone_risk_tier,claim_frequency_30d,claim_amount_zscore,location_jump_count,gps_spoof_probability,policy_tenure_weeks,earnings_deviation,claim_timing_anomaly,peer_claim_correlation,device_change_count,login_anomaly_score,route_deviation_score,delivery_speed_anomaly,duplicate_claim_score,network_fraud_ring_score,barometric_consistency,zone_transition_anomaly,claim_photo_similarity_score,platform_switch_frequency,behavioral_baseline_deviation,label_fraud,fraud_type
WK0008390,4,0,0.564,0,0.054,118,-0.061,0.067,0.199,0,0.186,0.221,0.046,0.031,0.146,0.898,0.137,0.057,0.062,0.086,0,none
WK0008391,1,1,0.398,0,0.029,182,-0.118,0.23,0.195,1,0.098,0.086,0.061,0.058,0.031,0.827,0.035,0.272,0.147,0.205,0,none
WK0008392,3,1,-0.599,2,0.015,156,0.081,0.086,0.031,0,0.176,0.116,0.211,0.1,0.178,0.892,0.172,0.051,0.087,0.149,0,none
WK0008393,4,3,-2.05,0,0.297,110,-0.02,0.08,0.141,0,0.112,0.177,0.134,0.134,0.042,0.952,0.124,0.123,0.102,0.004,0,none
WK0008394,3,3,0.026,0,0.258,133,-0.001,0.016,0.271,0,0.135,0.089,0.033,0.127,0.022,0.885,0.053,0.051,0.023,0.06,0,none
WK0008395,4,0,-0.035,2,0.036,103,-0.049,0.1,0.132,0,0.197,0.102,0.233,0.098,0.156,0.991,0.091,0.028,0.095,0.175,0,none
WK0008396,3,2,-0.608,1,0.007,135,0.092,0.258,0.194,0,0.098,0.151,0.007,0.044,0.064,0.913,0.094,0.052,0.163,0.119,0,none
WK0008397,2,0,-0.457,2,0.03,149,-0.049,0.059,0.148,1,0.146,0.239,0.209,0.115,0.062,0.992,0.133,0.12,0.088,0.152,0,none
WK0008398,1,1,-0.823,1,0.03,68,-0.202,0.081,0.016,0,0.123,0.018,0.232,0.069,0.147,0.953,0.121,0.113,0.025,0.189,0,none
WK0008399,1,2,0.729,1,0.104,17,-0.003,0.129,0.254,1,0.014,0.138,0.209,0.104,0.096,0.924,0.012,0.063,0.054,0.185,0,none
WK0008400,5,1,-1.649,1,0.15,108,-0.143,0.04,0.295,1,0.118,0.062,0.223,0.026,0.023,0.991,0.084,0.166,0.117,0.023,0,none
WK0008401,1,4,-0.21,1,0.007,165,-0.129,0.231,0.344,0,0.207,0.075,0.101,0.115,0.162,0.907,0.058,0.184,0.147,0.201,0,none
WK0008402,4,0,-1.499,0,0.173,72,-0.075,0.269,0.377,1,0.05,0.007,0.08,0.061,0.077,0.886,0.048,0.182,0.156,0.222,0,none
WK0008403,4,1,-1.064,1,0.029,72,-0.124,0.198,0.203,0,0.219,0.069,0.094,0.125,0.161,0.83,0.092,0.007,0.071,0.16,0,none
WK0008404,4,4,0.003,1,0.029,87,0.143,0.05,0.035,1,0.094,0.184,0.096,0.116,0.009,0.995,0.01,0.226,0.179,0.156,0,none
WK0008405,3,9,2.676,0,0.408,14,-0.125,0.87,0.377,1,0.015,0.156,0.13,0.029,0.124,0.184,0.177,0.209,0.139,0.005,1,fake_rain_claim
WK0008406,5,1,-1.213,2,0.034,111,-0.277,0.217,0.044,0,0.129,0.115,0.069,0.132,0.03,0.806,0.128,0.028,0.014,0.027,0,none
WK0008407,4,0,1.406,0,0.063,52,0.111,0.123,0.223,1,0.236,0.002,0.14,0.126,0.108,0.824,0.162,0.169,0.127,0.1,0,none
WK0008408,4,0,0.178,0,0.083,148,0.122,0.236,0.116,1,0.016,0.008,0.153,0.109,0.008,0.808,0.011,0.237,0.093,0.024,0,none
WK0008409,4,2,-0.842,1,0.039,113,-0.158,0.196,0.861,6,0.704,0.21,0.105,0.105,0.735,0.839,0.017,0.233,0.02,0.056,1,fraud_ring
WK0008410,5,1,1.516,0,0.049,136,-0.113,0.007,0.271,0,0.168,0.157,0.211,0.061,0.002,0.895,0.178,0.166,0.057,0.103,0,none
WK0008411,4,0,0.754,1,0.033,125,0.357,0.088,0.225,1,0.237,0.104,0.187,0.066,0.083,0.984,0.113,0.207,0.127,0.024,0,none
WK0008412,3,10,2.595,0,0.966,30,0.558,0.981,0.125,1,0.08,0.099,0.118,0.036,0.096,0.177,0.008,0.033,0.068,0.232,1,fake_rain_claim
WK0008413,2,1,-1.534,2,0.009,155,-0.268,0.274,0.03,0,0.199,0.055,0.183,0.102,0.126,0.802,0.116,0.15,0.011,0.092,0,none
WK0008414,3,0,-0.031,0,0.17,94,0.167,0.121,0.289,1,0.141,0.029,0.191,0.049,0.177,0.999,0.141,0.02,0.085,0.216,0,none
WK0008415,2,0,0.469,2,0.17,92,-0.246,0.278,0.179,1,0.008,0.088,0.043,0.047,0.061,0.819,0.068,0.092,0.072,0.216,0,none
WK0008416,1,2,0.36,0,0.139,199,0.177,0.119,0.039,1,0.18,0.118,0.0,0.052,0.058,0.816,0.048,0.048,0.02,0.047,0,none
WK0008417,3,1,-0.157,1,0.038,191,-0.043,0.197,0.097,1,0.074,0.093,0.098,0.086,0.087,0.907,0.168,0.085,0.123,0.136,0,none
WK0008418,1,0,1.292,1,0.158,180,0.002,0.039,0.203,0,0.072,0.233,0.213,0.117,0.165,0.987,0.079,0.136,0.087,0.211,0,none
WK0008419,4,1,-0.882,2,0.081,33,-0.438,0.069,0.169,0,0.063,0.235,0.102,0.022,0.088,0.863,0.066,0.167,0.161,0.13,0,none
WK0008420,1,2,-0.46,1,0.155,42,-0.338,0.247,0.195,0,0.08,0.217,0.012,0.008,0.018,0.845,0.164,0.136,0.081,0.238,0,none
WK0008421,3,0,0.455,0,0.02,74,0.14,0.022,0.244,0,0.032,0.263,0.045,0.07,0.084,0.879,0.068,0.054,0.08,0.133,0,none
WK0008422,2,2,-0.784,1,0.277,166,-0.115,0.077,0.275,0,0.118,0.114,0.015,0.056,0.11,0.937,0.01,0.03,0.165,0.038,0,none
WK0008423,3,2,0.568,0,0.501,121,-0.165,0.151,0.378,1,0.065,0.109,0.214,0.058,0.089,0.982,0.13,0.164,0.172,0.217,0,none
WK0008424,2,0,-0.692,0,0.109,118,-0.114,0.192,0.222,0,0.215,0.121,0.099,0.097,0.101,0.88,0.027,0.031,0.058,0.15,0,none
WK0008425,1,2,-0.024,2,0.072,133,0.086,0.278,0.173,1,0.108,0.104,0.125,0.069,0.173,0.922,0.023,0.223,0.141,0.094,0,none
WK0008426,5,0,0.156,2,0.108,46,1.89,0.1,0.378,1,0.212,0.077,0.936,0.084,0.146,0.882,0.131,0.036,0.101,0.73,1,earnings_manipulation
WK0008427,2,1,0.513,0,0.005,186,-0.194,0.241,0.016,0,0.214,0.28,0.158,0.134,0.103,0.809,0.019,0.265,0.13,0.114,0,none
WK0008428,1,0,-1.242,0,0.087,110,0.186,0.205,0.19,1,0.217,0.026,0.163,0.043,0.123,0.955,0.1,0.149,0.012,0.184,0,none
WK0008429,3,0,0.04,1,0.179,66,0.204,0.005,0.233,0,0.017,0.129,0.085,0.003,0.154,0.831,0.045,0.091,0.023,0.057,0,none
WK0008430,2,1,1.391,1,0.081,10,0.011,0.049,0.094,1,0.139,0.107,0.117,0.048,0.048,0.905,0.145,0.187,0.053,0.036,0,none
WK0008431,4,0,1.121,1,0.196,27,-0.012,0.141,0.176,0,0.037,0.18,0.132,0.063,0.084,0.994,0.04,0.035,0.013,0.139,0,none
WK0008432,3,1,-0.666,2,0.096,49,0.392,0.22,0.138,1,0.226,0.099,0.182,0.084,0.039,0.985,0.004,0.188,0.087,0.226,0,none
WK0008433,3,1,-0.15,0,0.297,74,0.003,0.16,0.038,1,0.03,0.19,0.134,0.079,0.03,0.866,0.139,0.045,0.067,0.175,0,none
WK0008434,4,0,-0.456,2,0.003,119,-0.033,0.097,0.214,0,0.155,0.216,0.067,0.04,0.006,0.985,0.005,0.205,0.064,0.187,0,none
WK0008435,5,2,-1.537,0,0.014,168,0.009,0.222,0.174,1,0.122,0.087,0.093,0.122,0.154,0.987,0.043,0.191,0.046,0.191,0,none
WK0008436,1,0,-0.09,2,0.015,178,0.109,0.036,0.193,1,0.004,0.196,0.002,0.071,0.133,0.906,0.172,0.101,0.022,0.158,0,none
WK0008437,3,1,-1.1,2,0.036,86,-0.092,0.095,0.105,0,0.214,0.155,0.082,0.086,0.065,0.906,0.097,0.181,0.165,0.048,0,none
WK0008438,5,1,-0.6,1,0.172,101,0.315,0.143,0.303,0,0.228,0.26,0.125,0.13,0.028,0.843,0.176,0.036,0.05,0.001,0,none
WK0008439,1,1,-0.599,0,0.193,58,0.153,0.119,0.342,1,0.171,0.035,0.2,0.063,0.096,0.934,0.167,0.047,0.069,0.212,0,none
WK0008440,2,0,-0.364,1,0.043,30,-0.078,0.044,0.232,0,0.03,0.059,0.06,0.01,0.105,0.997,0.079,0.189,0.036,0.18,0,none
WK0008441,5,1,-1.676,1,0.011,11,0.036,0.035,0.306,0,0.17,0.171,0.006,0.073,0.109,0.929,0.123,0.031,0.171,0.148,0,none
WK0008442,1,1,0.817,1,0.009,101,0.017,0.038,0.123,1,0.236,0.267,0.219,0.108,0.144,0.966,0.174,0.018,0.127,0.23,0,none
WK0008443,3,3,1.173,1,0.051,138,-0.036,0.126,0.321,0,0.116,0.217,0.199,0.12,0.097,0.977,0.12,0.192,0.147,0.053,0,none
WK0008444,5,1,0.97,1,0.013,135,0.122,0.147,0.032,1,0.174,0.243,0.144,0.139,0.124,0.95,0.078,0.066,0.037,0.099,0,none
WK0008445,1,0,-0.605,1,0.055,65,0.205,0.083,0.058,1,0.016,0.262,0.072,0.096,0.018,0.955,0.087,0.198,0.025,0.13,0,none
WK0008446,2,1,0.013,1,0.078,136,-0.283,0.138,0.175,0,0.111,0.223,0.115,0.027,0.133,0.969,0.107,0.048,0.142,0.114,0,none
WK0008447,2,0,1.461,0,0.053,30,0.034,0.247,0.274,1,0.187,0.234,0.135,0.01,0.052,0.804,0.149,0.088,0.113,0.084,0,none
WK0008448,2,1,-0.369,1,0.103,184,0.056,0.175,0.079,1,0.076,0.049,0.041,0.079,0.088,0.9,0.012,0.245,0.045,0.069,0,none
WK0008449,2,0,1.628,0,0.043,30,-0.259,0.267,0.172,1,0.08,0.25,0.049,0.019,0.109,0.958,0.122,0.247,0.116,0.12,0,none
WK0008450,3,1,-1.424,1,0.07,134,-0.056,0.201,0.345,1,0.07,0.279,0.109,0.101,0.177,0.818,0.056,0.018,0.14,0.174,0,none
WK0008451,4,19,-0.872,2,0.043,147,0.009,0.048,0.182,0,0.073,0.251,0.043,0.962,0.041,0.921,0.073,0.786,0.105,0.14,1,duplicate_claim
WK0008452,3,0,0.038,0,0.011,128,0.188,0.26,0.318,0,0.065,0.077,0.155,0.135,0.133,0.974,0.031,0.143,0.022,0.238,0,none
WK0008453,4,15,-0.191,0,0.023,138,0.182,0.051,0.244,1,0.113,0.217,0.126,0.892,0.068,0.872,0.12,0.808,0.06,0.167,1,duplicate_claim
WK0008454,4,0,0.387,0,0.213,193,-0.084,0.013,0.106,1,0.189,0.221,0.184,0.024,0.067,0.881,0.039,0.046,0.119,0.179,0,none
WK0008455,5,18,-0.377,0,0.068,34,0.13,0.123,0.078,1,0.023,0.184,0.078,0.885,0.029,0.88,0.134,0.861,0.134,0.026,1,duplicate_claim
WK0008456,3,0,1.788,1,0.178,193,0.093,0.22,0.309,1,0.11,0.136,0.026,0.012,0.087,0.897,0.137,0.152,0.044,0.233,0,none
WK0008457,3,0,0.382,2,0.099,56,0.172,0.036,0.006,0,0.134,0.171,0.116,0.07,0.109,0.948,0.161,0.248,0.081,0.026,0,none
WK0008458,5,0,-1.305,1,0.088,161,0.07,0.044,0.248,0,0.036,0.213,0.134,0.016,0.11,0.966,0.175,0.266,0.118,0.173,0,none
WK0008459,4,1,-0.373,1,0.163,199,0.341,0.047,0.215,1,0.223,0.037,0.054,0.079,0.174,0.803,0.032,0.01,0.084,0.133,0,none
WK0008460,1,0,1.293,1,0.027,114,0.014,0.152,0.318,0,0.086,0.247,0.11,0.119,0.084,0.81,0.121,0.048,0.012,0.128,0,none
WK0008461,1,0,1.163,2,0.039,52,-0.092,0.2,0.335,0,0.131,0.1,0.055,0.138,0.14,0.951,0.041,0.253,0.054,0.221,0,none
WK0008462,5,1,0.767,2,0.032,13,-0.254,0.042,0.094,1,0.041,0.183,0.117,0.051,0.145,0.974,0.001,0.219,0.16,0.044,0,none
WK0008463,5,0,-2.042,2,0.019,86,-0.135,0.072,0.191,0,0.2,0.118,0.015,0.04,0.041,0.901,0.099,0.032,0.024,0.235,0,none
WK0008464,4,1,1.019,2,0.141,153,-0.039,0.038,0.058,0,0.008,0.106,0.086,0.134,0.005,0.849,0.079,0.01,0.027,0.032,0,none
WK0008465,4,1,0.477,0,0.027,116,0.389,0.117,0.18,1,0.139,0.014,0.103,0.059,0.092,0.88,0.12,0.237,0.148,0.132,0,none
WK0008466,4,0,0.589,2,0.095,190,-0.606,0.185,0.027,0,0.018,0.123,0.055,0.035,0.177,0.855,0.141,0.068,0.049,0.194,0,none
WK0008467,3,0,0.228,2,0.04,166,-0.285,0.227,0.344,1,0.037,0.08,0.221,0.098,0.065,0.894,0.035,0.14,0.149,0.063,0,none
WK0008468,5,1,-1.235,1,0.025,78,-0.395,0.251,0.15,1,0.172,0.174,0.152,0.026,0.014,0.944,0.162,0.171,0.013,0.212,0,none
WK0008469,5,1,-0.41,0,0.046,17,0.058,0.114,0.344,1,0.123,0.185,0.182,0.038,0.01,0.959,0.147,0.204,0.104,0.207,0,none
WK0008470,1,0,-0.192,2,0.156,86,-0.165,0.185,0.094,0,0.021,0.022,0.172,0.079,0.08,0.811,0.066,0.212,0.109,0.012,0,none
WK0008471,5,0,-0.405,1,0.156,125,0.52,0.17,0.227,1,0.068,0.053,0.031,0.114,0.068,0.96,0.1,0.276,0.056,0.126,0,none
WK0008472,1,0,-0.323,0,0.283,30,3.025,0.111,0.342,0,0.118,0.13,0.968,0.125,0.083,0.971,0.055,0.02,0.027,0.663,1,earnings_manipulation
WK0008473,4,2,0.258,0,0.013,163,0.044,0.046,0.337,1,0.21,0.263,0.005,0.08,0.025,0.821,0.1,0.256,0.142,0.176,0,none
WK0008474,2,1,0.156,0,0.155,189,0.109,0.068,0.189,0,0.15,0.182,0.103,0.112,0.072,0.983,0.159,0.066,0.053,0.215,0,none
WK0008475,3,1,-0.998,1,0.229,85,-0.228,0.183,0.183,0,0.03,0.18,0.051,0.036,0.074,0.837,0.107,0.188,0.023,0.047,0,none
WK0008476,1,1,-0.082,2,0.219,81,0.083,0.237,0.048,1,0.222,0.171,0.001,0.08,0.032,0.809,0.15,0.251,0.111,0.095,0,none
WK0008477,5,1,0.85,1,0.278,104,-0.123,0.153,0.189,1,0.004,0.16,0.052,0.09,0.163,0.827,0.023,0.182,0.03,0.17,0,none
WK0008478,4,2,-1.929,1,0.1,50,-0.023,0.212,0.307,0,0.219,0.016,0.125,0.114,0.134,0.994,0.174,0.13,0.008,0.207,0,none
WK0008479,1,3,1.234,2,0.032,7,-0.296,0.017,0.135,0,0.084,0.078,0.211,0.101,0.028,0.853,0.021,0.271,0.149,0.157,0,none
WK0008480,5,0,-0.125,0,0.02,6,-0.075,0.176,0.266,0,0.217,0.226,0.047,0.034,0.083,0.985,0.007,0.279,0.128,0.195,0,none
WK0008481,2,1,1.116,2,0.025,151,0.078,0.119,0.967,5,0.636,0.196,0.232,0.048,0.735,0.807,0.176,0.108,0.01,0.211,1,fraud_ring
WK0008482,2,1,-0.824,1,0.067,48,0.025,0.075,0.242,0,0.002,0.112,0.078,0.077,0.026,0.88,0.086,0.046,0.124,0.127,0,none
WK0008483,4,1,-1.855,1,0.035,21,-0.166,0.016,0.261,0,0.021,0.103,0.064,0.045,0.014,0.846,0.005,0.092,0.064,0.018,0,none
WK0008484,5,0,-0.392,1,0.168,73,0.328,0.041,0.271,0,0.05,0.194,0.142,0.107,0.036,0.835,0.023,0.007,0.001,0.013,0,none
WK0008485,3,0,-0.796,1,0.021,113,-0.067,0.136,0.219,1,0.103,0.254,0.022,0.084,0.119,0.909,0.018,0.051,0.082,0.052,0,none
WK0008486,1,2,0.848,1,0.086,165,0.295,0.216,0.194,1,0.143,0.207,0.207,0.058,0.003,0.895,0.02,0.199,0.023,0.227,0,none
WK0008487,5,0,-0.871,2,0.096,36,-0.124,0.05,0.042,0,0.132,0.155,0.051,0.122,0.117,0.886,0.014,0.033,0.03,0.128,0,none
WK0008488,2,1,-1.763,0,0.003,146,-0.042,0.17,0.071,1,0.205,0.275,0.015,0.029,0.074,0.899,0.04,0.257,0.003,0.13,0,none
WK0008489,4,0,-0.21,2,0.017,118,0.171,0.212,0.242,0,0.108,0.018,0.13,0.025,0.169,0.866,0.131,0.211,0.102,0.179,0,none
WK0008490,3,2,0.079,2,0.043,198,-0.039,0.015,0.065,0,0.137,0.148,0.08,0.018,0.094,0.89,0.044,0.16,0.06,0.162,0,none
WK0008491,1,1,0.427,0,0.111,197,0.026,0.093,0.141,1,0.174,0.019,0.125,0.126,0.161,0.817,0.092,0.274,0.137,0.239,0,none
WK0008492,2,3,-0.645,0,0.087,101,0.136,0.205,0.084,1,0.107,0.199,0.198,0.075,0.087,0.971,0.089,0.148,0.101,0.177,0,none
WK0008493,2,0,-0.329,1,0.169,149,0.03,0.124,0.349,1,0.099,0.211,0.013,0.041,0.165,0.941,0.038,0.021,0.135,0.098,0,none
WK0008494,3,0,2.172,2,0.066,16,0.062,0.147,0.345,0,0.026,0.059,0.222,0.025,0.088,0.978,0.027,0.233,0.144,0.099,0,none
WK0008495,1,0,0.885,2,0.032,85,0.11,0.173,0.78,5,0.762,0.124,0.187,0.118,0.793,0.942,0.13,0.098,0.019,0.141,1,fraud_ring
WK0008496,2,1,-1.756,1,0.093,178,-0.251,0.048,0.059,1,0.135,0.086,0.195,0.082,0.07,0.946,0.164,0.011,0.068,0.0,0,none
WK0008497,3,14,-0.824,0,0.118,189,-0.201,0.258,0.076,1,0.21,0.234,0.044,0.938,0.04,0.864,0.109,0.858,0.016,0.036,1,duplicate_claim
WK0008498,4,3,-0.808,0,0.022,158,0.19,0.101,0.161,0,0.212,0.0,0.104,0.078,0.097,0.972,0.003,0.145,0.158,0.061,0,none
WK0008499,4,1,0.637,2,0.378,92,0.157,0.097,0.22,0,0.077,0.092,0.003,0.062,0.033,0.917,0.12,0.138,0.042,0.132,0,none
WK0008500,2,2,-1.614,2,0.043,28,-0.085,0.09,0.376,1,0.155,0.086,0.021,0.123,0.169,0.81,0.036,0.188,0.01,0.095,0,none
WK0008501,4,1,-1.76,0,0.074,53,0.097,0.227,0.195,1,0.128,0.035,0.177,0.08,0.014,0.973,0.131,0.135,0.154,0.193,0,none
WK0008502,2,0,0.58,2,0.034,44,-0.031,0.005,0.161,0,0.221,0.096,0.01,0.034,0.042,0.968,0.063,0.254,0.004,0.079,0,none
WK0008503,5,1,1.534,1,0.035,188,0.198,0.095,0.158,0,0.228,0.202,0.064,0.115,0.068,0.957,0.07,0.23,0.123,0.197,0,none
WK0008504,1,0,-0.475,2,0.201,100,0.065,0.115,0.248,1,0.236,0.272,0.065,0.066,0.071,0.894,0.018,0.184,0.078,0.087,0,none
WK0008505,3,0,-1.438,1,0.017,142,-0.202,0.032,0.189,1,0.163,0.207,0.232,0.032,0.082,0.843,0.033,0.221,0.152,0.024,0,none
WK0008506,5,1,0.273,0,0.36,98,-0.095,0.019,0.226,1,0.077,0.029,0.195,0.032,0.051,0.997,0.142,0.029,0.019,0.055,0,none
WK0008507,4,1,-1.333,2,0.252,95,-0.037,0.051,0.23,0,0.019,0.158,0.038,0.061,0.064,0.929,0.176,0.21,0.173,0.186,0,none
WK0008508,4,0,1.178,1,0.078,155,-0.445,0.169,0.151,0,0.173,0.126,0.227,0.03,0.057,0.979,0.058,0.228,0.168,0.2,0,none
WK0008509,3,1,-0.86,1,0.097,37,-0.026,0.002,0.089,1,0.234,0.079,0.08,0.046,0.009,0.93,0.116,0.02,0.096,0.136,0,none
WK0008510,5,0,-0.515,2,0.28,156,0.014,0.029,0.014,1,0.013,0.129,0.002,0.066,0.176,0.974,0.039,0.026,0.047,0.215,0,none
WK0008511,1,0,-0.563,2,0.329,188,-0.094,0.2,0.068,1,0.074,0.249,0.002,0.065,0.007,0.848,0.095,0.141,0.138,0.108,0,none
WK0008512,1,0,1.964,0,0.104,120,0.006,0.089,0.172,0,0.211,0.03,0.158,0.007,0.017,0.823,0.05,0.259,0.049,0.228,0,none
WK0008513,1,0,-1.857,2,0.177,51,-0.279,0.093,0.219,0,0.137,0.187,0.158,0.135,0.069,0.849,0.051,0.151,0.045,0.01,0,none
WK0008514,3,2,0.684,2,0.186,93,0.292,0.178,0.314,0,0.111,0.102,0.01,0.082,0.102,0.872,0.033,0.115,0.089,0.143,0,none
WK0008515,3,1,0.135,0,0.209,193,-0.099,0.116,0.378,0,0.201,0.11,0.201,0.057,0.054,0.826,0.116,0.155,0.135,0.184,0,none
WK0008516,1,1,0.051,1,0.082,155,-0.128,0.084,0.107,1,0.13,0.044,0.154,0.125,0.115,0.823,0.012,0.026,0.18,0.138,0,none
WK0008517,5,1,-0.823,2,0.027,37,-0.239,0.172,0.234,0,0.145,0.164,0.199,0.111,0.083,0.997,0.085,0.275,0.168,0.008,0,none
WK0008518,4,1,2.85,2,0.078,170,0.145,0.184,0.198,1,0.166,0.054,0.219,0.067,0.168,0.953,0.12,0.024,0.071,0.022,0,none
WK0008519,3,1,2.127,2,0.108,94,-0.082,0.104,0.094,1,0.164,0.262,0.228,0.13,0.066,0.892,0.086,0.017,0.039,0.075,0,none
WK0008520,4,1,1.843,0,0.159,9,-0.385,0.21,0.207,0,0.239,0.012,0.188,0.1,0.081,0.819,0.166,0.182,0.172,0.038,0,none
WK0008521,2,4,1.26,0,0.199,178,0.077,0.097,0.308,0,0.177,0.257,0.17,0.038,0.099,0.93,0.04,0.259,0.112,0.218,0,none
WK0008522,1,0,-0.451,1,0.006,10,0.101,0.039,0.186,1,0.207,0.126,0.197,0.122,0.109,0.889,0.164,0.086,0.01,0.229,0,none
WK0008523,1,1,-0.418,1,0.074,124,-0.106,0.272,0.168,0,0.207,0.156,0.177,0.082,0.122,0.979,0.171,0.159,0.061,0.132,0,none
WK0008524,3,1,0.896,1,0.036,172,-0.051,0.12,0.009,0,0.09,0.165,0.182,0.076,0.044,0.955,0.112,0.202,0.053,0.016,0,none
WK0008525,5,2,1.109,0,0.206,18,0.24,0.122,0.175,1,0.16,0.139,0.15,0.069,0.11,0.801,0.095,0.123,0.118,0.007,0,none
WK0008526,1,0,-1.586,1,0.086,162,-0.116,0.01,0.083,0,0.149,0.021,0.197,0.139,0.165,0.858,0.076,0.218,0.056,0.047,0,none
WK0008527,5,0,0.683,0,0.033,78,0.004,0.094,0.026,0,0.026,0.158,0.199,0.003,0.112,0.868,0.004,0.077,0.018,0.091,0,none
WK0008528,1,0,0.353,2,0.224,54,0.02,0.091,0.176,1,0.129,0.251,0.016,0.038,0.03,0.813,0.048,0.27,0.167,0.082,0,none
WK0008529,4,0,1.043,2,0.218,88,-0.173,0.258,0.044,0,0.068,0.122,0.028,0.027,0.011,0.946,0.068,0.129,0.126,0.078,0,none
WK0008530,4,0,-0.159,2,0.032,92,0.075,0.174,0.311,1,0.178,0.265,0.083,0.137,0.072,0.821,0.058,0.234,0.066,0.15,0,none
WK0008531,1,0,0.548,1,0.118,17,-0.184,0.01,0.138,1,0.107,0.145,0.173,0.065,0.161,0.857,0.165,0.167,0.116,0.174,0,none
WK0008532,2,2,1.548,2,0.02,86,-0.081,0.274,0.354,1,0.218,0.09,0.12,0.018,0.097,0.928,0.058,0.157,0.115,0.229,0,none
WK0008533,1,2,0.44,1,0.038,60,-0.385,0.081,0.085,1,0.119,0.16,0.035,0.112,0.01,0.988,0.055,0.006,0.127,0.229,0,none
WK0008534,3,1,-0.209,1,0.03,154,-0.058,0.14,0.228,0,0.155,0.03,0.045,0.07,0.165,0.875,0.109,0.266,0.14,0.016,0,none
WK0008535,1,0,-0.038,0,0.087,23,0.156,0.165,0.259,0,0.002,0.152,0.098,0.037,0.018,0.829,0.01,0.044,0.026,0.028,0,none
WK0008536,3,0,-0.739,2,0.288,43,0.029,0.105,0.319,1,0.166,0.278,0.048,0.008,0.129,0.894,0.023,0.159,0.019,0.13,0,none
WK0008537,3,0,1.929,0,0.052,117,0.117,0.252,0.365,1,0.159,0.239,0.0,0.109,0.115,0.831,0.102,0.236,0.15,0.217,0,none
WK0008538,4,1,0.415,2,0.002,51,-0.122,0.222,0.022,0,0.02,0.011,0.22,0.089,0.159,0.976,0.166,0.203,0.005,0.176,0,none
WK0008539,1,1,-0.575,2,0.071,128,0.046,0.051,0.379,1,0.085,0.209,0.013,0.073,0.039,0.913,0.025,0.198,0.161,0.068,0,none
WK0008540,3,0,-1.613,2,0.0,142,0.409,0.179,0.161,1,0.036,0.219,0.207,0.107,0.079,0.806,0.084,0.004,0.128,0.166,0,none
WK0008541,4,1,0.251,1,0.084,141,-0.053,0.089,0.108,0,0.008,0.067,0.239,0.009,0.015,0.914,0.052,0.135,0.073,0.12,0,none
WK0008542,5,2,1.532,1,0.034,108,0.241,0.256,0.356,0,0.046,0.02,0.095,0.079,0.023,0.99,0.147,0.144,0.16,0.153,0,none
WK0008543,2,1,0.0,2,0.256,23,-0.087,0.08,0.192,0,0.118,0.22,0.232,0.105,0.025,0.963,0.093,0.274,0.149,0.093,0,none
WK0008544,4,2,-0.146,0,0.076,20,0.243,0.082,0.009,0,0.004,0.048,0.001,0.092,0.103,0.933,0.008,0.249,0.113,0.138,0,none
WK0008545,5,2,-0.423,0,0.007,189,0.425,0.1,0.268,0,0.224,0.154,0.018,0.032,0.007,0.851,0.084,0.279,0.049,0.05,0,none
WK0008546,2,4,1.085,2,0.01,80,0.199,0.018,0.144,1,0.165,0.019,0.151,0.04,0.12,0.905,0.1,0.243,0.042,0.162,0,none
WK0008547,2,2,-1.603,2,0.011,25,-0.152,0.114,0.276,1,0.208,0.273,0.196,0.066,0.098,0.826,0.11,0.257,0.022,0.221,0,none
WK0008548,5,0,0.44,0,0.102,107,-0.051,0.097,0.327,0,0.215,0.189,0.025,0.017,0.127,0.813,0.012,0.134,0.168,0.195,0,none
WK0008549,2,2,-0.885,0,0.061,70,-0.236,0.013,0.304,1,0.018,0.24,0.199,0.073,0.014,0.995,0.123,0.06,0.11,0.076,0,none
WK0008550,5,0,-0.5,2,0.106,12,-0.043,0.128,0.145,0,0.238,0.112,0.179,0.108,0.156,0.898,0.129,0.267,0.086,0.031,0,none
WK0008551,4,0,-0.99,16,0.729,32,-0.094,0.034,0.251,0,0.047,0.647,0.016,0.114,0.147,0.989,0.756,0.188,0.058,0.11,1,location_fraud
WK0008552,5,2,1.724,2,0.341,12,-0.103,0.152,0.112,1,0.012,0.233,0.135,0.14,0.173,0.998,0.049,0.168,0.064,0.077,0,none
WK0008553,1,1,0.217,2,0.073,109,-0.147,0.263,0.281,0,0.151,0.161,0.14,0.044,0.112,0.839,0.073,0.129,0.058,0.057,0,none
WK0008554,4,0,-0.053,2,0.066,55,0.031,0.13,0.023,1,0.168,0.19,0.095,0.04,0.136,0.956,0.104,0.217,0.104,0.006,0,none
WK0008555,5,0,1.182,2,0.02,183,0.31,0.006,0.055,1,0.203,0.023,0.178,0.111,0.006,0.829,0.145,0.088,0.057,0.071,0,none
WK0008556,1,0,0.219,1,0.036,50,-0.2,0.265,0.034,0,0.177,0.112,0.163,0.088,0.113,0.959,0.061,0.011,0.001,0.211,0,none
WK0008557,1,0,-0.653,0,0.171,186,0.093,0.004,0.019,1,0.12,0.202,0.177,0.021,0.009,0.88,0.155,0.018,0.023,0.231,0,none
WK0008558,2,0,-1.243,1,0.09,96,-0.079,0.007,0.282,0,0.068,0.263,0.081,0.062,0.12,0.816,0.063,0.107,0.007,0.181,0,none
